IDCAPTURA,IDVISITA,FRENTES CORE SECO,FRENTES LIGHT SECO,FRENTES CARBONATADA SECO,FRENTES CORE FRIO,FRENTES LIGHT FRIO,FRENTES CARBONATADA FRIO,PRECIO CORE,MATERIAL POP,EXHIBICION ADICIONAL,PROMOCION,PROMOCION SEÑALIZADA,SOS SECO,SOS FRIO,SOS EXHIBICIONES ADICIONALES
41931666,4445569,,,,,,,,NO,NO,NO,,,,
41931667,4445571,22,,,22,,,17.7,SI,NO,NO,,30.2109,16.6886,
41931668,4445575,5,,,,,,20.49,NO,NO,NO,,,,
41931669,4445589,,,,8,,,18.75,NO,NO,NO,,,,
41931670,4445596,17,,,,,,15,SI,NO,NO,,,,
41931671,4445603,,,,32,,,18.75,NO,NO,NO,,,,
41931672,4445624,,,,31,,,19.6,NO,NO,NO,,,17.7887,
41931673,4445632,55,,,,,,18.75,NO,NO,NO,,22.5044,,
41931674,4445641,10,,,,,,18.75,NO,NO,NO,,8.5873,,
41931675,4445647,,,,13,,,18.45,NO,NO,NO,,8.6503,13.3161,
41931676,4445656,24,,,,,,19.5,SI,NO,NO,,27.4213,,
41931677,4445658,,,,45,,,19.5,NO,NO,NO,,57.9922,,
41931678,4445665,6,,,3,,,18.75,NO,NO,NO,,8.6349,15.9262,
41931679,4445670,14,,,20,,,19.5,SI,NO,NO,,19.3087,,
41931680,4445686,,,,,,,,NO,NO,NO,,,,
41931681,4445693,14,,,8,,,18.75,NO,NO,NO,,13.3036,,
41931682,4445700,,,,12,,,18.75,SI,NO,NO,,,7.8425,
41931683,4445701,8,,,,,,18.75,NO,NO,NO,,11.0196,,
41931684,4445709,,,,1,,,18.75,NO,SI,NO,,,,
41931685,4445710,50,,,50,,,18.75,NO,SI,NO,,27.8338,,
41931686,4445713,,,,40,,,18.75,SI,NO,NO,,,23.5783,
41931687,4445729,,,,20,,,20.3,NO,NO,NO,,,8.9062,
41931688,4445742,40,,,2,,,19.5,NO,NO,NO,,,,
41931689,4445773,15,,,,,,18.75,NO,NO,NO,,12.5689,,
41931690,4445787,29,,,,,,15,NO,NO,NO,,19.9179,,
41931691,4445792,12,,,12,,,18.75,NO,NO,NO,,10.1705,5.1424,
41931692,4445802,20,,,30,,,19.5,NO,SI,NO,,29.7392,27.9949,
41931693,4445813,21,,,,,,36.5,NO,NO,NO,,,,
41931694,4445817,,,,10,,,21.1,SI,NO,NO,,,14.3043,
41931695,4445838,60,,,100,,,18.75,NO,NO,NO,,66.9107,,
41931696,4445839,12,,,,,,18.75,NO,NO,NO,,,,
41931697,4445844,,,,,,,,NO,NO,NO,,,,
41931698,4445858,31,,,,,,15,SI,,,,,,
41931699,4445859,,,,,,,15,NO,NO,NO,,,,
41931700,4445864,,,,,,,,NO,,,,,,
41931701,4445875,,,,,,,,NO,NO,NO,,15.9559,,
41931702,4446001,,,,,,,15,NO,NO,NO,,,,
41931703,4446015,240,,,28,,,19.5,SI,SI,NO,,50.2596,,84.0429
41931704,4446026,26,,,,,,18.75,NO,NO,NO,,7.6549,,
41931705,4446028,10,,,,,,18.75,NO,NO,NO,,10.2295,,
41931706,4446035,12,,,,,,18.75,NO,NO,NO,,,,
41931707,4446053,,,,40,,,18.75,SI,NO,NO,,,29.5872,
41931708,4446060,8,,,,,,18.75,NO,NO,NO,,5.6781,,
41931709,4446064,18,,,,,,18.75,NO,NO,NO,,,,
41931710,4446077,15,,,,,,19.5,NO,SI,SI,SI,9.5096,,
41931711,4446099,,,,,,,,NO,NO,NO,,,,
41931712,4446103,8,,,,,,19.5,NO,SI,NO,,,,
41931713,4446118,13,,,9,,,19.6,NO,NO,NO,,7.3755,9.2315,
41931714,4446127,38,,,,,,19.5,SI,SI,NO,,36.6846,,93.7493
41931715,4446135,10,,,12,,,19.6,NO,NO,NO,,,5.0532,
41931716,4446141,,,,15,,,19.6,NO,NO,NO,,,11.6025,
41931717,4446145,,,,26,,,18.75,NO,SI,NO,,,,
41931718,4446158,20,,,30,,,19.6,SI,NO,NO,,9.6135,,
41931719,4446159,16,,,,,,19.5,NO,NO,NO,,8.5556,,
41931720,4446165,16,,,,,,21.5,SI,SI,NO,,9.6955,,
41931721,4446167,,,,8,,,19.6,SI,NO,NO,,,4.5944,
41931722,4446171,20,,,9,,,18.75,SI,NO,NO,,15.3087,12.5034,
41931723,4446172,20,,,,,,19.5,SI,SI,NO,,20.4352,,
41931724,4446179,1,,,,,,18.75,NO,NO,NO,,85.4516,,
41931725,4446191,14,,,,,,18.75,NO,NO,NO,,7.6512,,
41931726,4446198,42,,,,,,18.75,SI,SI,NO,,21.827,,
41931727,4446204,88,,,,,,18.75,SI,SI,NO,,27.157,,95.7554
41931728,4446212,,,,30,,,18.75,SI,NO,NO,,,17.4088,
41931729,4446214,12,,,12,,,19.6,NO,NO,NO,,36.257,26.4895,
41931730,4446216,30,,,8,,,18.75,SI,NO,NO,,18.9197,14.2209,
41931731,4446226,50,,,10,,,19.9,SI,NO,NO,,18.0638,,
41931732,4446229,32,,,,,,19.5,NO,NO,NO,,,,
41931733,4446232,10,,,,,,19.6,NO,NO,NO,,,,
41931734,4446235,11,,,13,,,18.75,NO,NO,NO,,9.0412,32.3212,
41931735,4446236,18,,,,,,18.75,NO,NO,NO,,18.1627,,
41931736,4446250,,,,12,,,19.6,NO,NO,NO,,,,
41931737,4446253,,,,,,,,NO,NO,NO,,,,
41931738,4446255,18,,,20,,,18.75,SI,SI,NO,,18.5714,14.0107,87.8318
41931739,4446258,12,,,,,,19.5,NO,NO,SI,SI,7.8372,,
41931740,4446265,,,,18,,,19.6,NO,NO,NO,,,9.6194,
41931741,4446274,11,,,15,,,19.6,NO,NO,NO,,,6.0467,
41931742,4446278,30,,,35,,,18.75,SI,SI,NO,,,17.0318,
41931743,4446279,,,,1,,,18.75,NO,NO,NO,,,,
41931744,4446283,15,,,15,,,18.75,NO,NO,NO,,10.0911,9.9827,
41931745,4446284,,,,,,,,NO,NO,NO,,,28.5418,
41931746,4446296,22,,,,,,19.5,SI,NO,NO,,24.0322,,
41931747,4446297,36,,,,,,19.8,SI,NO,NO,,34.91,,
41931748,4446300,16,,,,,,18.75,NO,NO,NO,,12.8984,,
41931749,4446303,,,,7,,,19.6,NO,NO,NO,,,7.5687,
41931750,4446310,50,,,50,,,18.75,NO,NO,NO,,12.7089,,
41931751,4446314,45,,,26,,,19.5,SI,SI,NO,,52.2486,,99.2049
41931752,4446325,19,,,,,,16,SI,NO,NO,,20.171,,
41931753,4446329,189,,,,,,19.5,SI,NO,NO,,20.0793,,
41931754,4446340,,,,12,,,18.75,NO,NO,NO,,,3.2381,
41931755,4446352,20,,,12,,,19,SI,NO,NO,,17.8423,,
41931756,4446359,14,,,,,,18.75,NO,NO,NO,,14.0395,,
41931757,4446372,9,,,,,,18.75,NO,NO,NO,,12.3567,,
41931758,4446374,6,,,15,,,18.75,NO,NO,NO,,,,
41931759,4446377,18,,,,,,20.8,NO,NO,NO,,9.7737,,
41931760,4446390,10,,,,,,18.75,NO,NO,NO,,7.7934,,
41931761,4446403,30,,,,,,19.9,NO,NO,NO,,16.3048,,
41931762,4446405,54,,,,,,18.75,NO,NO,NO,,,,
41931763,4446406,50,,,50,,,18.75,NO,NO,,,,,
41931764,4446407,40,,,18,,,18.75,SI,NO,NO,,35.6388,34.1211,
41931765,4446408,12,,,12,,,17.8,NO,NO,NO,,22.9373,32.0023,
41931766,4446409,10,,,,,,19.5,NO,SI,NO,,8.0836,,
41931767,4446419,,,,40,,,19.8,NO,NO,NO,,,29.6469,
41931768,4446423,2,,,,,,19.1,NO,SI,NO,,,,
41931769,4446426,15,,,,,,18.75,SI,NO,NO,,22.3068,,
41931770,4446427,,,,10,,,18.75,NO,NO,NO,,,12.7171,
41931771,4446439,17,,,7,,,19.6,SI,NO,NO,,20.6663,5.306,
41931772,4446440,26,,,,,,15,NO,SI,SI,SI,13.7926,,
41931773,4446446,,,,,,,,NO,SI,NO,,12.0669,,
41931774,4446447,,,,120,,,19.5,SI,SI,NO,,,52.8794,
41931775,4446458,17,,,,,,18.75,NO,NO,NO,,22.7005,,
41931776,4446462,,,,17,,,19.6,NO,NO,NO,,,5.3292,
41931777,4446463,19,,,,,,18.75,NO,NO,NO,,15.5828,,
41931778,4446473,8,,,,,,19.5,SI,NO,NO,,11.5137,,
41931779,4446475,8,,,12,,,18.75,NO,NO,NO,,,,
41931780,4446495,,,,60,,,19.5,NO,NO,NO,,4.3254,,
41931781,4446496,26,,,,,,18.75,NO,NO,NO,,25.1056,,
41931782,4446502,32,,,12,,,19.5,NO,SI,SI,SI,13.0651,4.3309,
41931783,4446506,12,,,,,,18.74,SI,NO,NO,,11.7099,,
41931784,4446508,7,,,4,,,19.6,NO,NO,NO,,5.3252,,
41931785,4446517,16,,,7,,,18.75,NO,NO,NO,,20.695,14.9172,
41931786,4446519,26,,,4,,,19.5,SI,SI,NO,,33.455,86.9466,
41931787,4446528,44,,,14,,,18.75,NO,SI,NO,,19.6277,,
41931788,4446531,33,,,4,,,18.75,SI,NO,NO,,17.4724,,
41931789,4446540,,,,22,,,18.75,NO,NO,NO,,,,
41931790,4446557,,,,20,,,18.75,NO,NO,NO,,12.855,,
41931791,4446562,18,,,,,,21.1,SI,NO,NO,,12.6403,,
41931792,4446565,22,,,,,,19.6,NO,NO,NO,,,,
41931793,4446592,,,,93,,,19.85,SI,NO,NO,,,51.0523,
41931794,4446598,25,,,,,,19.5,NO,NO,NO,,19.3949,,
41931795,4446599,20,,,,,,19.5,NO,,,,,,
41931796,4446604,25,,,63,,,18.75,NO,SI,NO,,,60.8195,
41931797,4446605,40,,,50,,,20.3,NO,NO,NO,,45.323,16.0338,
41931798,4446606,20,,,,,,19.5,NO,NO,,,,,
41931799,4446617,39,,,13,,,18.75,SI,NO,NO,,20.2313,34.2929,
41931800,4446626,16,,,,,,19.5,NO,NO,NO,,,,
41931801,4446631,24,,,10,,,22.5,NO,NO,NO,,15.2797,9.5854,
41931802,4446633,20,,,,,,18.75,SI,NO,NO,,24.1618,,
41931803,4446634,,,,18,,,19.6,NO,NO,NO,,,,
41931804,4446638,,,,7,,,19.6,NO,NO,NO,,,6.3325,
41931805,4446642,,,,12,,,19.6,NO,NO,NO,,,35.4517,
41931806,4446646,10,,,8,,,20.4,SI,SI,NO,,8.8828,9.9234,29.651
41931807,4446666,66,,,142,,,19.5,NO,NO,NO,,,,
41931808,4446667,8,,,,,,19.6,NO,NO,NO,,10.7999,,
41931809,4446700,,,,4,,,18.75,NO,NO,NO,,,,
41931810,4446701,,,,,,,,NO,NO,NO,,,,
41931811,4446718,10,,,,,,19.6,SI,NO,NO,,,,
41931812,4446721,,,,21,,,21.7,SI,SI,NO,,,14.9441,
41931813,4446726,11,,,,,,18.75,NO,NO,NO,,7.5736,,
41931814,4446727,14,,,19,,,18.75,NO,NO,NO,,26.6903,19.4933,
41931815,4446736,21,,,31,,,18.75,NO,SI,NO,,,,
41931816,4446771,26,,,20,,,18.75,SI,NO,NO,,9.1866,36.6253,
41931817,4446777,15,,,,,,19.5,NO,NO,NO,,8.2634,,
41931818,4446778,60,,,30,,,20.3,NO,NO,NO,,27.8618,18.2387,
41931819,4446795,24,,,,,,17.7,SI,SI,NO,,24.7482,,
41931820,4446800,14,,,40,,,18.75,NO,NO,NO,,16.7353,,
41931821,4446812,24,,,,,,21.2,SI,SI,NO,,21.7444,,
41931822,4446813,,,,11,,,18.75,NO,NO,NO,,,7.5888,
41931823,4446827,,,,20,,,18.75,NO,NO,NO,,,10.4715,
41931824,4446837,11,,,20,,,18.75,SI,NO,NO,,7.0698,29.4276,
41931825,4446852,10,,,10,,,19.5,,SI,NO,,,,
41931826,4446854,,,,16,,,19.6,NO,NO,NO,,,,
41931827,4446873,,,,,,,,NO,NO,NO,,,,
41931828,4446880,16,,,3,,,19.5,NO,SI,NO,,19.5679,54.8611,
41931829,4446882,,,,12,,,18.75,SI,NO,NO,,,7.0857,
41931830,4446913,36,,,,,,18.75,SI,NO,NO,,57.3124,,
41931831,4446944,,,,,,,,NO,NO,NO,,,,
41931832,4446951,15,,,,,,19.5,SI,SI,NO,,14.4807,,
41931833,4446981,,,,26,,,19.6,NO,NO,NO,,,,
41931834,4447008,,,,,,,,NO,NO,NO,,,,
41931835,4447042,,,,1,,,18.75,NO,NO,NO,,,41.4723,
41931836,4447046,12,,,12,,,18.75,SI,NO,NO,,14.7271,13.9691,
41931837,4447048,36,,,,,,16.58,NO,NO,NO,,,,
41931838,4447049,,,,33,,,19.6,NO,NO,NO,,,19.3742,
41931839,4447080,15,,,,,,20.8,NO,NO,NO,,14.9758,,
41931840,4447085,,,,1,,,18.75,NO,SI,NO,,46.9011,,
41931841,4447089,,,,30,,,18.75,SI,NO,NO,,,14.9355,
41931842,4447094,12,,,,,,18.75,NO,NO,NO,,,,
41931843,4447096,16,,,,,,20.49,NO,NO,NO,,8.5027,,
41931844,4447101,21,,,,,,18.75,NO,NO,NO,,7.8974,,
41931845,4447107,21,,,31,,,20.4,NO,NO,NO,,16.0403,16.5623,
41931846,4447119,60,,,70,,,18.75,SI,SI,NO,,11.0408,15.1167,
41931847,4447121,18,,,1,,,18.75,NO,NO,NO,,13.3104,,
41931848,4447141,,,,,,,,NO,NO,NO,,,,
41931849,4447142,19,,,,,,19.6,SI,NO,NO,,,7.3241,
41931850,4447173,60,,,7,,,18.75,SI,SI,NO,,43.6601,,99.3466
41931851,4447188,27,,,17,,,21.1,SI,NO,NO,,18.5044,23.0015,
41931852,4447207,16,,,,,,19.63,SI,SI,NO,,,,
41931853,4447216,,,,,,,,NO,NO,NO,,,3.9913,
41931854,4447222,16,,,7,,,18.75,NO,NO,SI,SI,7.2881,8.2044,
41931855,4447231,26,,,15,,,22,NO,NO,NO,,17.4083,,
41931856,4447232,16,,,8,,,15,NO,NO,NO,,7.7076,,
41931857,4447238,12,,,,,,19.6,NO,NO,NO,,11.9317,,
41931858,4447239,,,,12,,,19.6,NO,NO,NO,,,9.2979,
41931859,4447240,,,,22,,,19.6,NO,NO,NO,,,22.0065,
41931860,4447247,21,,,,,,18.75,SI,NO,NO,,16.063,,
41931861,4447254,,,,15,,,20.8,NO,NO,NO,,,12.0805,
41931862,4447260,,,,,,,,NO,NO,NO,,19.2128,,
41931863,4447270,21,,,,,,19.5,SI,SI,NO,,15.5802,,
41931864,4447276,,,,,,,,NO,SI,NO,,,,
41931865,4447277,,,,16,,,18.75,NO,NO,NO,,,34.6253,
41931866,4447282,,,,10,,,19.6,NO,NO,NO,,,7.4924,
41931867,4447296,,,,10,,,19.6,NO,NO,NO,,,9.7146,
41931868,4447299,,,,,,,,NO,NO,NO,,,9.5089,
41931869,4447313,53,,,18,,,18.75,SI,NO,NO,,30.2858,33.453,
41931870,4447316,27,,,,,,19.5,SI,SI,NO,,21.6768,,
41931871,4447327,15,,,,,,19.5,SI,SI,NO,,12.9698,,
41931872,4447330,,,,14,,,19.6,NO,NO,NO,,,6.8463,
41931873,4447331,,,,15,,,18.75,NO,NO,NO,,,26.8091,
41931874,4447332,30,,,,,,18.75,NO,NO,NO,,36.7507,,
41931875,4447336,,,,,,,,NO,SI,NO,,,13.248,
41931876,4447345,22,,,,,,19.75,NO,NO,SI,SI,27.1045,,
41931877,4447346,,,,1,,,18.75,NO,SI,NO,,,19.951,
41931878,4447349,17,,,,,,19.5,NO,NO,NO,,10.5234,,
41931879,4447354,,,,16,,,20.4,NO,SI,NO,,7.787,,89.3483
41931880,4447357,26,,,20,,,20.8,NO,NO,NO,,19.7313,10.363,
41931881,4447370,,,,14,,,18.75,SI,NO,NO,,,4.2107,
41931882,4447373,15,,,,,,19.9,NO,NO,NO,,11.4911,,
41931883,4447377,20,,,18,,,19.5,SI,SI,NO,,11.8331,18.7417,
41931884,4447383,33,,,,,,20.49,NO,NO,NO,,25.3191,,
41931885,4447398,50,,,65,,,18.75,NO,NO,NO,,11.8714,27.5182,
41931886,4447399,18,,,2,,,19.5,NO,,,,10.2386,3.8553,
41931887,4447408,,,,14,,,19.6,NO,NO,NO,,,7.9939,
41931888,4447418,30,,,,,,19.5,SI,SI,NO,,,,
41931889,4447428,8,,,,,,19.6,NO,NO,NO,,8.3496,,
41931890,4447443,,,,15,,,19.9,NO,NO,NO,,,9.6899,
41931891,4447444,7,,,,,,18.75,NO,NO,NO,,5.965,,
41931892,4447447,50,,,7,,,18.75,SI,SI,NO,,35.7783,,99.4935
41931893,4447452,,,,,,,,NO,SI,NO,,9.5361,,
41931894,4447460,1,,,,,,18.75,NO,NO,NO,,,,
41931895,4447469,7,,,6,,,19.6,NO,NO,NO,,8.5778,4.7296,
41931896,4447483,43,,,15,,,18.75,NO,NO,NO,,25.7634,23.5882,
41931897,4447488,,,,28,,,19.9,SI,NO,NO,,,21.543,
41931898,4447497,10,,,16,,,21.3,NO,SI,NO,,6.3569,50.0482,
41931899,4447499,14,,,35,,,21.2,SI,NO,NO,,10.8832,,
41931900,4447506,24,,,,,,16,SI,SI,NO,,65.6199,,
41931901,4447517,18,,,22,,,19.5,SI,NO,NO,,10.2233,16.1603,
41931902,4447519,,,,,,,,NO,NO,NO,,,,
41931903,4447535,17,,,11,,,19.6,NO,NO,NO,,8.4657,14.9871,
41931904,4447558,8,,,,,,18.75,NO,NO,NO,,10.3412,,
41931905,4447570,15,,,,,,18.75,NO,NO,NO,,8.7101,,
41931906,4447572,37,,,,,,19.6,SI,SI,NO,,23.7737,,
41931907,4447573,47,,,,,,18.75,SI,NO,SI,SI,40.1163,,
41931908,4447575,25,,,,,,19.5,NO,SI,NO,,20.7342,,
41931909,4447589,13,,,,,,18.75,NO,NO,NO,,10.4127,,
41931910,4447597,10,,,,,,18.75,NO,NO,NO,,,,
41931911,4447601,14,,,,,,18.75,SI,NO,NO,,17.5367,,
41931912,4447604,18,,,,,,21.2,NO,NO,NO,,,,
41931913,4447612,,,,15,,,18.75,NO,NO,NO,,,6.7853,
41931914,4447633,15,,,,,,20.4,SI,SI,NO,,14.1495,,25.0683
41931915,4447639,44,,,,,,18.75,SI,NO,NO,,30.3993,,
41931916,4447641,186,,,,,,19.5,NO,SI,NO,,,,
41931917,4447642,,,,,,,,NO,NO,NO,,,,
41931918,4447657,20,,,30,,,17.8,SI,NO,NO,,38.1028,26.0921,
41931919,4447663,,,,,,,,NO,NO,NO,,,,
41931920,4447665,,,,37,,,18.75,NO,NO,NO,,,27.1455,
41931921,4447666,,,,11,,,21.1,SI,SI,NO,,,14.068,
41931922,4447679,,,,14,,,19.6,SI,NO,NO,,,9.0246,
41931923,4447703,1,,,3,,,19.5,NO,NO,NO,,,,
41931924,4447709,40,,,,,,20.8,NO,NO,NO,,14.0124,,
41931925,4447716,54,,,,,,19.5,SI,NO,NO,,82.9993,,
41931926,4447723,30,,,,,,19.9,NO,SI,NO,,25.1222,,
41931927,4447746,8,,,,,,19.6,SI,NO,NO,,,,
41931928,4447748,,,,11,,,19.6,NO,NO,NO,,,6.9731,
41931929,4447769,,,,,,,,NO,NO,SI,SI,10.0524,,
41931930,4447774,40,,,,,,18.5,NO,NO,NO,,,,
41931931,4447775,40,,,,,,18.5,NO,NO,NO,,,,
41931932,4447776,,,,26,,,18.75,NO,NO,NO,,,,
41931933,4447782,36,,,,,,19.5,SI,SI,NO,,26.0938,,
41931934,4447791,60,,,60,,,18.75,SI,SI,NO,,21.522,,
41931935,4447795,,,,,,,,NO,NO,NO,,,,
41931936,4447796,,,,,,,,NO,NO,NO,,,,
41931937,4447800,13,,,,,,19.5,NO,NO,NO,,13.9207,,
41931938,4447805,,,,18,,,18.75,SI,NO,NO,,,11.0757,
41931939,4447812,,,,70,,,18.75,NO,NO,NO,,,,
41931940,4447813,17,,,11,,,18.75,NO,NO,NO,,10.0033,10.9164,
41931941,4447818,9,,,15,,,19.6,SI,SI,NO,,6.7594,5.9742,
41931942,4447821,30,,,12,,,21.2,NO,NO,NO,,13.7784,,
41931943,4447837,30,,,,,,19.5,NO,SI,NO,,32.1161,,
41931944,4447839,30,,,,,,19.5,NO,NO,NO,,31.1568,,
41931945,4447852,24,,,,,,20.49,NO,NO,NO,,10.461,,
41931946,4447855,31,,,16,,,18.75,NO,NO,NO,,9.2737,18.3573,
41931947,4447861,12,,,,,,18.75,SI,NO,NO,,,,
41931948,4447862,28,,,,,,20.5,NO,NO,NO,,,,
41931949,4447867,11,,,,,,19.5,SI,NO,NO,,18.5449,,
41931950,4447870,102,,,21,,,19.85,SI,SI,NO,,36.945,17.5521,97.9391
41931951,4447887,19,,,,,,19.2,NO,NO,,,18.4563,,
41931952,4447888,22,,,,,,19.5,NO,SI,SI,SI,3.5332,,10.555
41931953,4447889,30,,,30,,,19.5,NO,NO,,,,,
41931954,4447903,,,,20,,,19.9,NO,NO,NO,,,5.4206,
41931955,4447904,12,,,,,,18.75,NO,NO,NO,,16.017,,
41931956,4447912,2,,,1,,,18.75,NO,NO,NO,,,,
41931957,4447915,,,,,,,,,,,,22.2335,,
41931958,4447921,,,,40,,,18.75,SI,NO,NO,,,23.0798,
41931959,4447927,30,,,,,,19.5,,,,,,,
41931960,4447941,,,,,,,,NO,NO,NO,,,,
41931961,4447954,30,,,15,,,18.75,NO,NO,NO,,10.9779,14.241,
41931962,4447961,,,,,,,,NO,NO,NO,,,,
41931963,4447974,10,,,,,,18.75,SI,NO,NO,,7.2832,,
41931964,4447990,16,,,8,,,18.75,SI,NO,NO,,,,
41931965,4447993,,,,24,,,18.75,NO,NO,NO,,,,
41931966,4447995,60,,,100,,,18.75,NO,NO,NO,,38.5993,,
41931967,4447997,16,,,,,,19.6,NO,NO,NO,,,,
41931968,4448001,40,,,150,,,18.75,NO,NO,NO,,,,
41931969,4448005,76,,,31,,,18.75,SI,NO,NO,,37.5075,12.5458,
41931970,4448010,18,,,,,,18.75,NO,NO,NO,,12.3671,,
41931971,4448014,,,,,,,,NO,NO,NO,,,,
41931972,4448017,10,,,,,,18.75,NO,NO,NO,,12.1188,,
41931973,4448041,40,,,,,,19.5,NO,,,,,,
41931974,4448054,,,,38,,,18.75,SI,NO,NO,,,17.5204,
41931975,4448060,24,,,,,,19.5,SI,NO,NO,,12.0696,,
41931976,4448062,60,,,60,,,18.75,NO,SI,NO,,26.348,,
41931977,4448066,,,,,,,,,,,,,34.1701,
41931978,4448068,40,,,,,,19.5,NO,,,,33.669,32.3377,
41931979,4448083,,,,9,,,19.6,NO,NO,NO,,,,
41931980,4448089,22,,,34,,,18.75,SI,NO,NO,,16.4069,47.1703,
41931981,4448129,32,,,,,,19.5,NO,NO,NO,,,,
41931982,4448135,12,,,,,,18.75,,NO,NO,,,,
41931983,4448177,,,,19,,,19.6,NO,NO,NO,,,11.0655,
41931984,4448178,,,,16,,,19.6,NO,NO,NO,,,,
41931985,4448182,6,,,,,,18.75,NO,NO,NO,,6.071,,
41931986,4448197,10,,,,,,19.5,NO,SI,NO,,11.6386,,
41931987,4448210,,,,40,,,18.75,SI,NO,NO,,,30.296,
41931988,4448249,15,,,,,,19.5,NO,SI,SI,SI,6.7987,,53.4188
41931989,4448250,10,,,30,,,19.6,NO,NO,NO,,,12.0733,
41931990,4448269,11,,,,,,18.75,NO,NO,NO,,7.1781,,
41931991,4448295,25,,,,,,18.75,NO,NO,NO,,14.0541,,
41931992,4448299,,,,,,,,NO,NO,NO,,,,
41931993,4448301,,,,14,,,19.6,NO,NO,NO,,,6.5092,
41931994,4448309,26,,,,,,18.75,SI,NO,NO,,18.994,,
41931995,4448326,16,,,16,,,18.75,NO,NO,NO,,19.063,13.4272,
41931996,4448335,13,,,46,,,18.75,NO,SI,NO,,,,
41931997,4448354,12,,,,,,19.6,NO,NO,NO,,15.7525,,
41931998,4448362,32,,,,,,16,SI,NO,NO,,16.6319,,
41931999,4448364,7,,,,,,20.49,NO,NO,NO,,9.8832,,
41932000,4448366,,,,14,,,18.75,NO,NO,NO,,4.4351,30.7114,
41932001,4448378,11,,,,,,18.75,SI,NO,NO,,7.8266,,
41932002,4448379,29,,,,,,18.75,NO,NO,NO,,22.6799,,
41932003,4448389,150,,,,,,19.5,SI,SI,SI,SI,19.6419,,
41932004,4448393,,,,25,,,19.5,NO,NO,NO,,13.1193,,
41932005,4448402,8,,,,,,18.75,NO,NO,NO,,4.2459,,
41932006,4448404,24,,,11,,,19.6,NO,NO,NO,,13.7323,9.9056,
41932007,4448406,,,,10,,,18.75,NO,NO,NO,,,,
41932008,4448412,12,,,,,,19.5,NO,NO,NO,,,,
41932009,4448422,18,,,,,,18.75,NO,NO,NO,,18.8463,,
41932010,4448425,20,,,,,,20.49,NO,NO,NO,,15.2001,,
41932011,4448426,23,,,22,,,19.75,NO,NO,NO,,30.1833,19.0359,
41932012,4448440,,,,19,,,18.75,SI,NO,NO,,,11.3863,
41932013,4448442,,,,,,,,NO,NO,NO,,,,
41932014,4448443,,,,22,,,19.6,NO,SI,NO,,,15.1864,
41932015,4448444,,,,,,,,NO,NO,NO,,,,
41932016,4448455,5,,,12,,,19.6,SI,NO,NO,,5.1841,14.0092,
41932017,4448456,9,,,,,,20.49,NO,NO,NO,,11.4978,,
41932018,4448457,20,,,5,,,15,NO,SI,SI,SI,9.9448,,
41932019,4448462,15,,,,,,19.5,NO,SI,SI,SI,,,
41932020,4448474,,,,1,,,18.75,NO,NO,NO,,12.4453,,
41932021,4448486,19,,,,,,19.5,NO,NO,SI,SI,7.3922,,
41932022,4448488,12,,,,,,19.6,NO,NO,NO,,,,
41932023,4448492,6,,,,,,19.6,NO,NO,NO,,7.9285,,
41932024,4448500,52,,,30,,,18.75,SI,SI,NO,,44.793,,95.958
41932025,4448503,,,,12,,,18.75,SI,NO,NO,,,6.9414,
41932026,4448504,20,,,28,,,19.5,NO,NO,NO,,14.2375,,
41932027,4448505,8,,,,,,19.5,NO,SI,NO,,7.1964,,
41932028,4448507,4,,,46,,,18.75,NO,NO,NO,,,,
41932029,4448511,34,,,,,,19.5,SI,NO,NO,,14.847,,
41932030,4448512,26,,,,,,19,NO,NO,NO,,,,
41932031,4448534,,,,20,,,20.8,NO,NO,NO,,,6.6841,
41932032,4448544,16,,,,,,19.6,NO,NO,NO,,,12.2446,
41932033,4448550,15,,,14,,,19.6,NO,NO,NO,,8.9583,9.4661,
41932034,4448552,,,,,,,,NO,NO,NO,,,,
41932035,4448557,4,,,2,,,18.1,NO,NO,NO,,,,
41932036,4448560,13,,,,,,18.75,NO,NO,NO,,7.4159,,
41932037,4448563,9,,,,,,18.75,NO,NO,NO,,11.2932,,
41932038,4448567,20,,,20,,,20.8,NO,NO,SI,SI,12.9166,9.515,
41932039,4448569,,,,,,,,NO,NO,NO,,,6.1275,
41932040,4448574,5,,,,,,20.49,NO,NO,NO,,7.338,,
41932041,4448579,1,,,,,,18.75,NO,NO,NO,,,,
41932042,4448587,,,,14,,,18.75,NO,NO,NO,,,34.1791,
41932043,4448595,,,,12,,,19.5,NO,NO,NO,,,,
41932044,4448612,8,,,,,,18.75,NO,NO,NO,,9.1669,,
41932045,4448622,17,,,,,,18.75,NO,NO,NO,,22.8382,,
41932046,4448623,20,,,,,,19.5,NO,NO,NO,,15.1183,,
41932047,4448626,,,,8,,,18.75,NO,NO,NO,,,7.7329,
41932048,4448644,7,,,,,,20.49,NO,NO,NO,,4.6867,,
41932049,4448648,,,,13,,,18.75,NO,NO,NO,,,5.456,
41932050,4448655,13,,,10,,,20.4,SI,NO,NO,,13.0536,8.0468,
41932051,4448656,,,,12,,,18.75,NO,NO,NO,,,6.758,
41932052,4448657,10,,,,,,18.75,NO,,,,,,
41932053,4448661,,,,,,,21,NO,NO,NO,,,,
41932054,4448663,32,,,,,,19.5,SI,NO,NO,,39.0487,,
41932055,4448665,25,,,10,,,20.8,NO,NO,SI,SI,43.1953,5.77,
