IDTIENDA,SEGMENTO,SUBSEGMENTO,GRUPO,CADENA,IDTIENDACADENA,NOMBRE,FORMATO,CLASIFICACION,CIUDAD,ESTADO,AREA NIELSEN,REGION
37562,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2704,BAE MANANTIALES,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37563,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2719,BAE LA HERA IZTAPALAPA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37564,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,5163,BD NOGALES SUR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37565,AUTOSERVICIOS,GRANDES CADENAS,WALMART,SUPERCENTER,5171,SC CD VALLES CENTRO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37566,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,5299,MB NOCHISTLAN PLAZA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37567,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2770,MM BAE 11 DE AGOSTO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37568,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2802,BAE RANCHO GRANDE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37598,AUTOSERVICIOS,GRANDES CADENAS,WALMART,SUPERAMA,4666,SPR IZCALLI,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37599,AUTOSERVICIOS,GRANDES CADENAS,WALMART,SUPERAMA,5015,SPR JUAN PABLO II,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37600,AUTOSERVICIOS,GRANDES CADENAS,WALMART,SUPERAMA,5115,SP CAMINO A SANTA RITA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37601,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,5178,MB ALVARO OBREGON MICHOAC,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37602,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,5182,BD BICENTENARIO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37614,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,5215,MB CARDENAS CENTRO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37615,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,5426,BAE CARRETERA CUERNAVACA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37616,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3186,BAE BARRIO SAN PEDRO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37617,AUTOSERVICIOS,GRANDES CADENAS,CHEDRAUI,CHEDRAUI,182,01650 SUPER CHEDRAUI MEX. OCEANIA 06-21,SIN ASIGNAR,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37618,AUTOSERVICIOS,GRANDES CADENAS,CHEDRAUI,CHEDRAUI,799,29150 SUPERCITO EL VERGEL IZTAPALAPA,SIN ASIGNAR,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37619,AUTOSERVICIOS,GRANDES CADENAS,HEB,HEB,2907,2907-HEB LEO TORRES LANDA,SIN ASIGNAR,A,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37620,AUTOSERVICIOS,GRANDES CADENAS,WALMART,SUPERCENTER,5041,SC NUEVO MEXICALI,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37621,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,5234,MB PLATON SANCHEZ,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37735,AUTOSERVICIOS,GRANDES CADENAS,CITY FRESKO,CITY FRESKO,439,FRESKO ESFERA MONTERREY,SIN ASIGNAR,AA,MONTERREY,NUEVO LEON,AREA 2,AREA II  NORTE
37801,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3685,BAE ZARAGOZA APODACA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37802,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2278,BAE AXAYACATL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37803,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,240,BAE RINCONADA LAGO DE GUA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37804,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3686,BAE HACIENDA LOS AYALA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37805,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2279,BAE LAS AMERICAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37806,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3687,BAE GEO LOS CAVAZOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37807,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2280,BAE OZUMBILLA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37808,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3688,BAE PORTALES DEL PEDREGAL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37809,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3689,BAE BOSCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37810,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3690,BAE CUENCA FLORIDA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37811,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3978,BAE GEOPLAZAS QUERETARO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37812,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3984,BAE LOMA DEL PEDREGAL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37813,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3985,BAE CONSTITUCION,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37814,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3986,BAE CACTUS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37815,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1595,BAE P EL CAMINO TLALNE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37816,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3987,BAE ESTADIO ALFONSO LASTR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37817,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3988,BAE RICARDO B ANAYA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37818,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1599,BAE P EL CAMIN CUAUTITLAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37819,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3989,BAE VALLE STA MARIA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37820,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,499,BAE FRACC BUENA VISTA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37821,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1600,BAE P EL CAMINO LECHERIA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37822,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3991,BAE VENTURA SANTA ROSA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37823,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1000,BAE HUEHUET PASEO DL REY,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37824,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3993,BAE RIO ORINOCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37825,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1602,BAE P EL CAMINO TULTITLAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37826,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3694,BAE ACAPULCO BAJA CALIFOR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37827,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3994,BAE LA ARENA VELADERO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37828,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1604,BAE FFCC DE CINTURA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37829,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3995,BAE LA VENTA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37830,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3695,BAE TIZIMIN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37831,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3997,BAE RENACIMIENTO CORREOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37832,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3696,BAE HACIENDA DEL SOL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37833,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3697,BAE VILLAS DEL PEDREGAL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37834,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3998,BAE VILLAS DEL SOL MATEOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37835,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1610,BAE EJE CENTRAL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37836,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3698,BAE VILLA MAGNA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37837,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3999,BAE ARCOS DE MORELIA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37838,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2292,BAE HEROES DE PADIERNA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37839,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3700,BAE MORALES SAUCITO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37840,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2294,BAE LA PATERA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37841,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3702,BAE SAN LUIS REY,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37842,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2295,BAE CERROS DE GUANAJUATO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37843,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3703,BAE VALLE DE DALIAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37844,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2296,BAE AZAFRAN IZTACALCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37845,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3704,BAE UNIDAD PAVON,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37846,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2298,BAE UNIDAD MAGISTERIAL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37847,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3706,BAE EL SAUCE POTOSI,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37848,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3708,BAE DOS CAMINOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37849,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3710,BAE COLINAS DE STA FE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37850,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2307,BAE RESIDENZA COACALCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37851,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2308,BAE JUAN DIEGO COACALCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37852,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2312,BAE PORTAL DE LAS SALINAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37853,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2313,BAE FRACCIONAMIENTO CAMPO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37854,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2321,BAE COLEGIO MILITAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37855,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2323,BAE TEPETATES,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37856,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2327,BAE SANTIAGO IZTACALCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37857,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2331,BAE JARDINES DEL VALLE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37858,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1632,BAE ESPERANZA AZCON,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37859,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1635,BAE BALDERAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37860,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1636,BAE ORQUIDEAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37861,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1638,BAE INDEPENDENCIA URUAPAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37862,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1639,BAE BARRIO SAN ROMAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37863,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1640,BAE FRAY SERVANDO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37864,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1641,BAE GUERRERO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37865,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1643,BAE PARQUE TEPEYAC,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37866,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1644,BAE PORTALES,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37867,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1645,BAE SAN MATEO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37868,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1646,BAE VISITACION,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37869,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3052,BAE CASA BLANCA JUAREZ,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37870,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1658,BAE DANTE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37871,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1668,BAE CORREGIDORA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37872,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1669,BAE DOCTORES,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37873,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1671,BAE BERNARDO QUINTANA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37874,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1673,BAE MARTE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37875,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1674,BAE TLAHUAC CHALCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37876,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1680,BAE CAFETALES DE CORDOBA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37877,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2364,BAE ESPERANZA GUADALAJARA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37878,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2365,BAE HACIENDA NEXTLALPAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37879,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2367,BAE LOS AMARANTOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37880,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2369,BAE TRIANA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37881,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1047,BAE SAN RAFAEL ZAMORA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37882,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,4119,BAE SAN PABLO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37883,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1697,BAE GRANJAS INDEPENDENCIA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37884,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1698,BAE SAN JUAN IXHUATEPEC,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37885,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1699,BAE XOLA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37886,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1700,BAE AV DEL PARQUE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37887,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1701,BAE DIAZ DE LEON,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37888,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1702,BAE LOMAS DEL SUR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37889,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1703,BAE OLIMPICA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
